timestamp,machine_id,sensor_1_temp,sensor_2_vibration,product_id,defect_flag,production_stage,operator_id,shift,output_qty,hour,day,week,month,year,temp_anomaly_flag
2024-06-01 09:55:00,M002,72.40447826483259,0.0050172449360743,P1002,0,testing,O135,2,15,9,1,22,6,2024,0
2024-06-01 10:00:00,M001,74.53047037897117,0.0048468151881117,P1003,0,packaging,O120,3,8,10,1,22,6,2024,0
2024-06-01 10:05:00,M002,70.24918765490072,0.0025628371228888,P1001,0,assembly,O127,3,8,10,1,22,6,2024,0
2024-06-01 10:10:00,M004,71.57425459076586,0.0037717709132543,P1001,0,packaging,O138,1,7,10,1,22,6,2024,0
2024-06-01 10:15:00,M004,74.13281222182505,0.0034962849212418,P1003,0,testing,O132,1,11,10,1,22,6,2024,0
2024-06-01 10:20:00,M002,83.54858719222514,0.0038877577017258,P1003,0,testing,O135,2,15,10,1,22,6,2024,0
2024-06-01 10:25:00,M004,76.38563119788851,0.0034573753778682,P1003,0,assembly,O126,1,7,10,1,22,6,2024,0
2024-06-01 10:30:00,M004,81.78843085258724,0.0036549944327095,P1002,0,assembly,O139,3,11,10,1,22,6,2024,0
2024-06-01 10:35:00,M002,77.58831590943046,0.0037756241107731,P1002,0,assembly,O129,2,11,10,1,22,6,2024,0
2024-06-01 10:40:00,M001,74.79532738068643,0.004654033937539,P1001,0,assembly,O124,1,9,10,1,22,6,2024,0
2024-06-01 10:45:00,M003,77.60075381403914,0.004805470893237,P1003,0,testing,O137,2,11,10,1,22,6,2024,0
2024-06-01 10:50:00,M004,75.63854560146977,0.0046098416686731,P1002,0,testing,O122,1,11,10,1,22,6,2024,0
2024-06-01 10:55:00,M002,77.37576091228331,0.0048105857634185,P1003,0,packaging,O126,2,11,10,1,22,6,2024,0
2024-06-01 11:00:00,M004,74.10155908096466,0.0034324173766943,P1002,0,packaging,O138,2,7,11,1,22,6,2024,0
2024-06-01 11:05:00,M001,75.13801427092045,0.0042750875393341,P1002,0,testing,O122,1,4,11,1,22,6,2024,0
2024-06-01 11:10:00,M004,77.88363486167984,0.0034891661860597,P1003,1,packaging,O139,1,6,11,1,22,6,2024,0
2024-06-01 11:15:00,M004,72.89477157457576,0.0037140634678438,P1003,0,packaging,O137,1,9,11,1,22,6,2024,0
2024-06-01 11:20:00,M002,76.24872558853336,0.0042086424143597,P1003,0,packaging,O124,2,9,11,1,22,6,2024,0
2024-06-01 11:25:00,M004,71.37149481688331,0.0044427768149214,P1002,0,testing,O137,3,8,11,1,22,6,2024,0
2024-06-01 11:30:00,M001,69.67275621220081,0.0037645310786825,P1001,0,assembly,O129,1,5,11,1,22,6,2024,0
2024-06-01 11:35:00,M004,72.81111786800288,0.0032354444497577,P1001,0,packaging,O124,2,7,11,1,22,6,2024,0
2024-06-01 11:40:00,M003,82.52157236392424,0.0033732444271898,P1002,0,packaging,O136,2,9,11,1,22,6,2024,0
2024-06-01 11:45:00,M001,71.37969305571124,0.0040823101256316,P1001,0,packaging,O124,2,10,11,1,22,6,2024,0
2024-06-01 11:50:00,M003,75.86853169678916,0.0031386704887343,P1002,0,assembly,O130,1,8,11,1,22,6,2024,0
2024-06-01 11:55:00,M001,72.72030818627483,0.0035685657369739,P1001,0,testing,O124,1,6,11,1,22,6,2024,0
2024-06-01 12:00:00,M002,69.94237833032159,0.0022075255301621,P1003,0,assembly,O123,1,10,12,1,22,6,2024,0
2024-06-01 12:05:00,M002,80.22266278800362,0.0051920962425862,P1002,0,assembly,O122,2,7,12,1,22,6,2024,0
2024-06-01 12:10:00,M003,75.79276827528774,0.0028527133385207,P1002,0,testing,O122,2,21,12,1,22,6,2024,0
2024-06-01 12:15:00,M001,77.12655446274368,0.0039027987162653,P1002,0,assembly,O122,1,10,12,1,22,6,2024,0
2024-06-01 12:20:00,M001,75.18881121837875,0.0034304261387947,P1001,0,assembly,O126,3,10,12,1,22,6,2024,0
2024-06-01 12:25:00,M003,69.69779046352747,0.0038834375962491,P1001,0,packaging,O129,1,15,12,1,22,6,2024,0
2024-06-01 12:30:00,M004,75.1640394752973,0.0045936134520015,P1002,0,assembly,O136,1,13,12,1,22,6,2024,0
2024-06-01 12:35:00,M001,85.76865902635552,0.0018684527242549,P1002,0,packaging,O120,1,8,12,1,22,6,2024,1
2024-06-01 12:40:00,M002,75.21234128998981,0.0040262229296685,P1001,0,assembly,O120,1,18,12,1,22,6,2024,0
2024-06-01 12:45:00,M004,78.8608978547808,0.0023428705936361,P1001,0,packaging,O137,3,9,12,1,22,6,2024,0
2024-06-01 12:50:00,M002,68.97179384544334,0.0044135171154572,P1003,0,packaging,O131,3,14,12,1,22,6,2024,0
2024-06-01 12:55:00,M001,80.26421558768543,0.0028684555840787,P1002,0,assembly,O129,1,10,12,1,22,6,2024,0
2024-06-01 13:00:00,M004,72.2428588605749,0.0035204763279912,P1003,0,testing,O123,1,8,13,1,22,6,2024,0
2024-06-01 13:05:00,M003,71.48426996248459,0.004849022050599,P1002,0,packaging,O122,2,7,13,1,22,6,2024,0
2024-06-01 13:10:00,M003,65.66113063718831,0.003897372153314,P1003,0,assembly,O138,3,18,13,1,22,6,2024,0
2024-06-01 13:15:00,M004,74.90618376334999,0.0038850238095322,P1001,0,packaging,O135,3,9,13,1,22,6,2024,0
2024-06-01 13:20:00,M002,69.235141973057,0.0034161092281355,P1003,0,assembly,O139,1,10,13,1,22,6,2024,0
2024-06-01 13:25:00,M003,70.6201549802121,0.0045146516160893,P1003,0,packaging,O122,1,8,13,1,22,6,2024,0
2024-06-01 13:30:00,M004,78.82237865605795,0.0034450002537487,P1002,0,testing,O123,1,9,13,1,22,6,2024,0
2024-06-01 13:35:00,M002,78.89357141076505,0.0040457896268169,P1002,0,assembly,O133,3,8,13,1,22,6,2024,0
2024-06-01 13:40:00,M002,83.8420755994254,0.0031032584686122,P1001,0,assembly,O124,3,10,13,1,22,6,2024,0
2024-06-01 13:45:00,M001,81.85181004705436,0.0036475189276801,P1002,0,packaging,O134,1,10,13,1,22,6,2024,0
2024-06-01 13:50:00,M002,78.87264213105045,0.0055614789555429,P1001,0,assembly,O137,2,11,13,1,22,6,2024,0
2024-06-01 13:55:00,M002,78.90437934510737,0.0033698293412985,P1002,0,packaging,O128,1,8,13,1,22,6,2024,0
2024-06-01 14:00:00,M001,73.30486683181374,0.0045458042629835,P1001,0,packaging,O138,2,10,14,1,22,6,2024,0
2024-06-01 14:05:00,M004,77.59395370667947,0.0022957079333851,P1001,0,testing,O139,1,7,14,1,22,6,2024,0
2024-06-01 14:10:00,M004,72.83520541131787,0.0019564215839959,P1001,0,assembly,O133,3,16,14,1,22,6,2024,0
2024-06-01 14:15:00,M002,74.61385998638474,0.0042437330060391,P1002,0,assembly,O132,1,10,14,1,22,6,2024,0
2024-06-01 14:20:00,M004,79.56428695159788,0.0033196901435701,P1002,0,testing,O129,1,8,14,1,22,6,2024,0
2024-06-01 14:25:00,M002,68.23606867952088,0.0054627136585957,P1003,0,testing,O134,1,11,14,1,22,6,2024,0
2024-06-01 14:30:00,M003,84.27191763784495,0.0048528140853152,P1003,0,assembly,O126,1,12,14,1,22,6,2024,0
2024-06-01 14:35:00,M002,67.38482110552694,0.0037484698252977,P1002,0,assembly,O123,3,6,14,1,22,6,2024,0
2024-06-01 14:40:00,M004,75.07548553327435,0.0040584933878542,P1003,1,testing,O136,2,13,14,1,22,6,2024,0
2024-06-01 14:45:00,M002,83.26431430582635,0.0051994898192336,P1002,0,assembly,O125,2,14,14,1,22,6,2024,0
2024-06-01 14:50:00,M002,72.60867649718604,0.0031161960897171,P1001,0,assembly,O139,2,12,14,1,22,6,2024,0
2024-06-01 14:55:00,M004,75.57324251854025,0.0044608613093138,P1001,1,packaging,O132,1,8,14,1,22,6,2024,0
2024-06-01 15:00:00,M002,89.82284764675872,0.0051465180421858,P1001,0,packaging,O135,3,11,15,1,22,6,2024,1
2024-06-01 15:05:00,M003,78.04738519260404,0.0061973705097089,P1003,0,testing,O122,3,14,15,1,22,6,2024,0
2024-06-01 15:10:00,M001,75.96945300272745,0.0037602594347927,P1001,0,assembly,O128,2,12,15,1,22,6,2024,0
2024-06-01 15:15:00,M003,76.35410847199883,0.0041343855481895,P1001,0,testing,O124,1,8,15,1,22,6,2024,0
2024-06-01 15:20:00,M002,84.1943695518874,0.0035581185947853,P1003,0,assembly,O138,1,19,15,1,22,6,2024,0
2024-06-01 15:25:00,M003,76.07394466809825,0.003972680755298,P1002,0,assembly,O128,2,8,15,1,22,6,2024,0
2024-06-01 15:30:00,M002,67.78440750796236,0.0022553324333224,P1003,0,assembly,O133,2,8,15,1,22,6,2024,0
2024-06-01 15:35:00,M001,80.25461011832809,0.0051197712475944,P1001,0,packaging,O125,2,6,15,1,22,6,2024,0
2024-06-01 15:40:00,M002,67.24742512150677,0.0015982835406924,P1002,0,packaging,O120,2,8,15,1,22,6,2024,0
2024-06-01 15:45:00,M002,78.99946691863092,0.004140517599163,P1003,0,assembly,O128,3,4,15,1,22,6,2024,0
2024-06-01 15:50:00,M003,81.63339892690222,0.0045450129916023,P1003,0,testing,O139,3,9,15,1,22,6,2024,0
2024-06-01 15:55:00,M004,76.20792429790261,0.0041292682609155,P1002,0,assembly,O129,1,10,15,1,22,6,2024,0
2024-06-01 16:00:00,M003,81.91076767109591,0.0037410199001349,P1003,0,testing,O125,1,12,16,1,22,6,2024,0
2024-06-01 16:05:00,M003,76.05828317709945,0.0052880870688516,P1003,0,packaging,O129,3,7,16,1,22,6,2024,0
2024-06-01 16:10:00,M001,79.5327474483336,0.0023590952589231,P1001,0,packaging,O135,3,10,16,1,22,6,2024,0
2024-06-01 16:15:00,M003,73.54855672510713,0.0022628717294188,P1001,0,assembly,O128,1,14,16,1,22,6,2024,0
2024-06-01 16:20:00,M003,76.97697040910018,0.0036862081843509,P1003,0,assembly,O123,2,10,16,1,22,6,2024,0
2024-06-01 16:25:00,M002,60.93797387772523,0.0044358189854822,P1002,0,packaging,O128,3,8,16,1,22,6,2024,0
2024-06-01 16:30:00,M003,74.08353354815392,0.0035143198903257,P1003,0,assembly,O130,2,8,16,1,22,6,2024,0
2024-06-01 16:35:00,M003,72.14731479982426,0.0037347168630193,P1003,0,testing,O124,3,8,16,1,22,6,2024,0
2024-06-01 16:40:00,M002,74.48086743604533,0.005855436963465,P1001,0,testing,O127,3,10,16,1,22,6,2024,0
2024-06-01 16:45:00,M002,72.74652089964482,0.0047033863793483,P1002,0,assembly,O138,3,14,16,1,22,6,2024,0
2024-06-01 16:50:00,M002,66.15206372455582,0.0049171425105293,P1001,0,packaging,O124,3,7,16,1,22,6,2024,0
2024-06-01 16:55:00,M004,73.24792358791348,0.0034684304370826,P1001,0,assembly,O126,2,12,16,1,22,6,2024,0
2024-06-01 17:00:00,M001,67.86491629488678,0.0044038359222418,P1003,0,packaging,O122,2,9,17,1,22,6,2024,0
2024-06-01 17:05:00,M004,75.5061617548881,0.0044174034965813,P1002,0,packaging,O120,2,10,17,1,22,6,2024,0
2024-06-01 17:10:00,M001,74.65453347975125,0.0052867259545395,P1002,0,packaging,O133,1,7,17,1,22,6,2024,0
2024-06-01 17:15:00,M001,69.02292314630667,0.0023860712782041,P1001,0,testing,O129,2,8,17,1,22,6,2024,0
2024-06-01 17:20:00,M003,66.9691169518146,0.0050919472430993,P1002,0,packaging,O128,1,10,17,1,22,6,2024,0
2024-06-01 17:25:00,M001,77.13571205496815,0.0052474997000473,P1002,0,packaging,O132,3,8,17,1,22,6,2024,0
2024-06-01 17:30:00,M001,78.95088973062106,0.0041604909288656,P1003,1,testing,O130,3,10,17,1,22,6,2024,0
2024-06-01 17:35:00,M003,79.60541161622336,0.0058932514249082,P1002,1,assembly,O128,1,11,17,1,22,6,2024,0
2024-06-01 17:40:00,M003,81.3334395577255,0.0037827501413655,P1003,0,assembly,O122,1,13,17,1,22,6,2024,0
2024-06-01 17:45:00,M003,75.54404933731972,0.0054752258556161,P1001,0,testing,O127,3,10,17,1,22,6,2024,0
2024-06-01 17:50:00,M004,77.96487318417988,0.0043017541339117,P1003,0,testing,O129,3,8,17,1,22,6,2024,0
2024-06-01 17:55:00,M002,79.63022015436736,0.0037789228216822,P1002,0,testing,O131,3,5,17,1,22,6,2024,0
2024-06-01 18:00:00,M004,69.37069239507441,0.0035537599329993,P1001,0,assembly,O128,1,10,18,1,22,6,2024,0
2024-06-01 18:05:00,M003,70.36558466856364,0.0035349373089085,P1003,0,assembly,O127,1,11,18,1,22,6,2024,0
2024-06-01 18:10:00,M002,76.58685528050512,0.0034252517718987,P1002,1,packaging,O125,2,11,18,1,22,6,2024,0
2024-06-01 18:15:00,M003,77.83829605816963,0.003592686191064,P1002,0,packaging,O133,2,11,18,1,22,6,2024,0
2024-06-01 18:20:00,M003,64.83803863583331,0.0021999610418179,P1001,0,assembly,O132,1,6,18,1,22,6,2024,0
2024-06-01 18:25:00,M001,80.66075925337267,0.0041416442510591,P1001,0,assembly,O139,2,13,18,1,22,6,2024,0
2024-06-01 18:30:00,M002,66.70327293908085,0.0041747387556212,P1001,0,testing,O133,2,17,18,1,22,6,2024,0
2024-06-01 18:35:00,M002,81.46971531718128,0.0057421687271624,P1001,0,assembly,O123,2,8,18,1,22,6,2024,0
2024-06-01 18:40:00,M001,78.28070504915408,0.0026128167459243,P1001,0,testing,O122,2,5,18,1,22,6,2024,0
2024-06-01 18:45:00,M001,77.21937763150656,0.0055744778906606,P1002,0,testing,O139,1,5,18,1,22,6,2024,0
2024-06-01 18:50:00,M002,80.64287708486127,0.0027945365252211,P1002,0,packaging,O125,1,8,18,1,22,6,2024,0
2024-06-01 18:55:00,M001,84.62356060006157,0.0018398471096096,P1001,0,assembly,O122,1,9,18,1,22,6,2024,0
2024-06-01 19:00:00,M003,74.20645824419982,0.0035172338242547,P1002,0,testing,O128,2,6,19,1,22,6,2024,0
2024-06-01 19:05:00,M002,77.04227954683682,0.0051400212957893,P1002,0,testing,O124,2,12,19,1,22,6,2024,0
2024-06-01 19:10:00,M004,83.38197351297339,0.0024960444974937,P1003,0,testing,O137,2,12,19,1,22,6,2024,0
2024-06-01 19:15:00,M001,75.32563354751943,0.003100651422011,P1001,0,packaging,O134,1,11,19,1,22,6,2024,0
2024-06-01 19:20:00,M002,82.42955815840143,0.0042048380167625,P1001,0,assembly,O131,1,11,19,1,22,6,2024,0
2024-06-01 19:25:00,M002,77.30863451020377,0.001825349597798,P1003,0,testing,O124,2,15,19,1,22,6,2024,0
2024-06-01 19:30:00,M004,73.88364065080867,0.0032440466432841,P1001,0,assembly,O136,3,12,19,1,22,6,2024,0
2024-06-01 19:35:00,M004,81.54280400931975,0.0064520717541474,P1002,0,packaging,O125,2,6,19,1,22,6,2024,0
2024-06-01 19:40:00,M004,79.65399379014525,0.004240514382193,P1002,0,assembly,O124,1,15,19,1,22,6,2024,0
2024-06-01 19:45:00,M004,75.75004238412923,0.0035960665193435,P1003,0,assembly,O132,3,8,19,1,22,6,2024,0
2024-06-01 19:50:00,M003,81.01821594922598,0.0030416758484206,P1001,0,testing,O131,1,15,19,1,22,6,2024,0
2024-06-01 19:55:00,M001,76.24291243335634,0.0037259690103622,P1001,1,packaging,O125,2,6,19,1,22,6,2024,0
2024-06-01 20:00:00,M001,75.81302768426117,0.0057528890848268,P1002,0,packaging,O126,1,11,20,1,22,6,2024,0
2024-06-01 20:05:00,M001,79.39676352311544,0.0031190652146361,P1003,0,packaging,O125,1,12,20,1,22,6,2024,0
2024-06-01 20:10:00,M004,68.91427627351332,0.0048509736959086,P1002,0,testing,O124,3,5,20,1,22,6,2024,0
2024-06-01 20:15:00,M002,78.88297793886659,0.0037043793280239,P1003,0,testing,O125,2,13,20,1,22,6,2024,0
2024-06-01 20:20:00,M001,81.70760793099723,0.0044046815840174,P1003,0,assembly,O120,3,12,20,1,22,6,2024,0
2024-06-01 20:25:00,M003,69.24380014941902,0.0042929333988551,P1001,0,assembly,O130,3,9,20,1,22,6,2024,0
2024-06-01 20:30:00,M003,75.23316061183723,0.0042312412193232,P1001,0,testing,O121,3,9,20,1,22,6,2024,0
2024-06-01 20:35:00,M001,77.37174431289684,0.0040627951969864,P1002,0,packaging,O136,3,12,20,1,22,6,2024,0
2024-06-01 20:40:00,M003,74.97293887710995,0.0038963488453071,P1002,0,packaging,O136,3,16,20,1,22,6,2024,0
2024-06-01 20:45:00,M003,84.19791449330174,0.0040129722301893,P1002,0,testing,O121,2,12,20,1,22,6,2024,0
2024-06-01 20:50:00,M003,72.42917483500709,0.0032928878386743,P1002,0,assembly,O130,1,10,20,1,22,6,2024,0
2024-06-01 20:55:00,M003,74.46892030170093,0.0041671297971014,P1003,0,assembly,O136,2,6,20,1,22,6,2024,0
2024-06-01 21:00:00,M002,82.57434722417123,0.0038585831253164,P1001,0,assembly,O124,3,7,21,1,22,6,2024,0
2024-06-01 21:05:00,M004,71.59457691818702,0.0046577991507094,P1001,0,assembly,O131,2,9,21,1,22,6,2024,0
2024-06-01 21:10:00,M003,75.59719053076002,0.0036859200240504,P1003,0,packaging,O125,3,13,21,1,22,6,2024,0
2024-06-01 21:15:00,M002,74.92912059639733,0.0055402223674943,P1002,1,assembly,O124,2,8,21,1,22,6,2024,0
2024-06-01 21:20:00,M004,73.89085602777706,0.0034522261655969,P1002,0,assembly,O124,1,11,21,1,22,6,2024,0
2024-06-01 21:25:00,M001,79.72652169962761,0.0028886992893076,P1003,0,testing,O136,1,10,21,1,22,6,2024,0
2024-06-01 21:30:00,M004,79.13483910224268,0.0044376669528974,P1003,0,assembly,O128,1,11,21,1,22,6,2024,0
2024-06-01 21:35:00,M002,78.06475424692586,0.0063892014522207,P1003,0,testing,O122,2,10,21,1,22,6,2024,0
2024-06-01 21:40:00,M003,77.20017179798353,0.0048533638365485,P1002,0,assembly,O136,3,12,21,1,22,6,2024,0
2024-06-01 21:45:00,M003,76.73292743166836,0.0035693863102736,P1003,0,testing,O120,2,11,21,1,22,6,2024,0
2024-06-01 21:50:00,M004,72.13519754899757,0.0031087174811336,P1002,0,testing,O138,1,20,21,1,22,6,2024,0
2024-06-01 21:55:00,M004,87.17841275597415,0.0057971158277645,P1001,0,assembly,O121,1,8,21,1,22,6,2024,1
2024-06-01 22:00:00,M001,76.15229540156751,0.0044268042360702,P1001,0,assembly,O134,2,11,22,1,22,6,2024,0
2024-06-01 22:05:00,M003,80.76873067001146,0.0054505193111922,P1002,0,testing,O135,1,10,22,1,22,6,2024,0
2024-06-01 22:10:00,M001,73.54940476902829,0.0041740248637597,P1002,0,packaging,O134,1,9,22,1,22,6,2024,0
2024-06-01 22:15:00,M004,77.4243162409716,0.0036661908682298,P1001,0,assembly,O129,1,14,22,1,22,6,2024,0
2024-06-01 22:20:00,M002,85.39157754220638,0.0026063438219388,P1003,0,packaging,O124,3,12,22,1,22,6,2024,1
2024-06-01 22:25:00,M001,82.43467467942777,0.0039075357378144,P1001,0,assembly,O137,3,11,22,1,22,6,2024,0
2024-06-01 22:30:00,M004,73.60026064658597,0.0038483474620667,P1001,0,packaging,O132,3,10,22,1,22,6,2024,0
2024-06-01 22:35:00,M003,68.67652523648965,0.003839353288964,P1002,0,assembly,O124,2,14,22,1,22,6,2024,0
2024-06-01 22:40:00,M002,76.14518362194673,0.0034870360469926,P1001,0,testing,O135,1,14,22,1,22,6,2024,0
2024-06-01 22:45:00,M002,77.3580967012683,0.0035826958913392,P1002,0,packaging,O134,2,9,22,1,22,6,2024,0
2024-06-01 22:50:00,M004,86.7005580391801,0.0027361252695835,P1003,0,testing,O131,3,8,22,1,22,6,2024,1
2024-06-01 22:55:00,M002,78.30505666568064,0.0052448843018104,P1002,0,packaging,O135,2,5,22,1,22,6,2024,0
2024-06-01 23:00:00,M003,80.71384034403512,0.0032120249482712,P1003,0,assembly,O129,1,11,23,1,22,6,2024,0
2024-06-01 23:05:00,M004,85.333330518359,0.0056570555983404,P1001,0,assembly,O136,3,8,23,1,22,6,2024,1
2024-06-01 23:10:00,M002,70.0251157326549,0.0030835083213063,P1002,1,packaging,O138,3,11,23,1,22,6,2024,0
2024-06-01 23:15:00,M002,67.0794100342562,0.0025441206576564,P1001,0,packaging,O124,3,9,23,1,22,6,2024,0
2024-06-01 23:20:00,M002,77.68941622344688,0.002514103960106,P1002,0,assembly,O123,2,7,23,1,22,6,2024,0
2024-06-01 23:25:00,M001,74.04467813811438,0.003221354439119,P1001,1,testing,O131,2,14,23,1,22,6,2024,0
2024-06-01 23:30:00,M003,73.4460837652022,0.0023070139278894,P1003,0,testing,O123,2,8,23,1,22,6,2024,0
2024-06-01 23:35:00,M003,70.26585109057339,0.0052060761468117,P1001,0,testing,O121,3,13,23,1,22,6,2024,0
2024-06-01 23:40:00,M003,74.78387562376463,0.0046906512642258,P1003,0,assembly,O138,3,11,23,1,22,6,2024,0
2024-06-01 23:45:00,M003,73.04503690971173,0.0031654966200262,P1001,0,testing,O125,3,17,23,1,22,6,2024,0
2024-06-01 23:50:00,M002,72.61428305254245,0.0045628769425566,P1002,0,testing,O137,2,7,23,1,22,6,2024,0
2024-06-01 23:55:00,M003,72.17680954346193,0.0040831158440135,P1002,0,assembly,O126,1,10,23,1,22,6,2024,0
2024-06-02 00:00:00,M001,72.4732826796876,0.0033188575244107,P1003,0,testing,O132,1,10,0,2,22,6,2024,0
2024-06-02 00:05:00,M001,65.90422975854204,0.0044024312688239,P1003,0,testing,O130,3,13,0,2,22,6,2024,0
2024-06-02 00:10:00,M002,68.9394646283547,0.0041840630627819,P1001,0,packaging,O137,1,3,0,2,22,6,2024,0
2024-06-02 00:15:00,M001,77.40918619019003,0.0035236521366677,P1002,0,testing,O122,1,6,0,2,22,6,2024,0
2024-06-02 00:20:00,M001,68.32155473915208,0.0033136684080311,P1002,0,assembly,O125,1,11,0,2,22,6,2024,0
2024-06-02 00:25:00,M002,83.52880192623633,0.0037373851658799,P1003,0,testing,O136,3,16,0,2,22,6,2024,0
2024-06-02 00:30:00,M002,79.02955479584541,0.003173426537644,P1003,0,packaging,O121,1,6,0,2,22,6,2024,0
2024-06-02 00:35:00,M001,78.65711672774559,0.0034506169102687,P1003,0,packaging,O138,1,12,0,2,22,6,2024,0
2024-06-02 00:40:00,M001,70.95181900442624,0.0030992778675058,P1001,1,assembly,O135,2,10,0,2,22,6,2024,0
2024-06-02 00:45:00,M003,78.93105180318551,0.0036418879963027,P1002,0,testing,O135,3,9,0,2,22,6,2024,0
2024-06-02 00:50:00,M002,70.84295283267409,0.004263328886341,P1002,0,packaging,O136,2,8,0,2,22,6,2024,0
2024-06-02 00:55:00,M004,74.90837218803121,0.0027747942776942,P1001,0,testing,O135,1,10,0,2,22,6,2024,0
2024-06-02 01:00:00,M001,80.88441021934531,0.0038601832762867,P1002,0,testing,O132,3,10,1,2,22,6,2024,0
2024-06-02 01:05:00,M001,72.04630857003194,0.0025616040604356,P1001,0,testing,O137,3,8,1,2,22,6,2024,0
2024-06-02 01:10:00,M004,73.37734222081285,0.0041809299417345,P1003,0,packaging,O129,1,13,1,2,22,6,2024,0
2024-06-02 01:15:00,M001,73.70847860844675,0.0040499458108453,P1001,0,assembly,O136,3,9,1,2,22,6,2024,0
2024-06-02 01:20:00,M002,68.08251479316709,0.0056871218831599,P1003,0,testing,O137,3,7,1,2,22,6,2024,0
2024-06-02 01:25:00,M002,72.41578237542979,0.0050981898521013,P1003,0,testing,O133,1,2,1,2,22,6,2024,0
2024-06-02 01:30:00,M002,78.25483463553124,0.0033697364281104,P1001,0,assembly,O125,3,10,1,2,22,6,2024,0
2024-06-02 01:35:00,M002,76.9952037913881,0.0051441229658962,P1003,0,assembly,O128,2,11,1,2,22,6,2024,0
2024-06-02 01:40:00,M001,69.6255541379527,0.0045758076396815,P1001,0,packaging,O124,2,9,1,2,22,6,2024,0
2024-06-02 01:45:00,M003,76.01401213689209,0.004231272746357,P1002,0,testing,O133,3,7,1,2,22,6,2024,0
2024-06-02 01:50:00,M004,74.0259564577715,0.0047781787540719,P1003,0,packaging,O133,1,11,1,2,22,6,2024,0
2024-06-02 01:55:00,M001,74.01864774373463,0.0032074307540574,P1002,0,packaging,O134,2,11,1,2,22,6,2024,0
2024-06-02 02:00:00,M001,75.35267739394361,0.0039522283447557,P1003,0,testing,O130,2,8,2,2,22,6,2024,0
2024-06-02 02:05:00,M002,72.74499835618428,0.0034975586603572,P1001,0,assembly,O139,1,14,2,2,22,6,2024,0
2024-06-02 02:10:00,M003,72.34975926372424,0.0037121429534274,P1002,0,packaging,O128,3,9,2,2,22,6,2024,0
2024-06-02 02:15:00,M001,77.9194299485086,0.0023485814806485,P1002,0,testing,O138,1,10,2,2,22,6,2024,0
2024-06-02 02:20:00,M002,68.36348713438392,0.0051507148880047,P1001,0,packaging,O138,3,10,2,2,22,6,2024,0
