timestamp,machine_id,sensor_1_temp,sensor_2_vibration,product_id,defect_flag,production_stage,operator_id,shift,output_qty
2024-06-01 11:55:00,M001,72.72030818627483,0.003568565736973911,P1001,0,testing,O124,1,6
2024-06-01 12:00:00,M002,69.94237833032159,0.0022075255301621513,P1003,0,assembly,O123,1,10
2024-06-01 12:05:00,M002,80.22266278800362,0.0051920962425862915,P1002,0,assembly,O122,2,7
2024-06-01 12:10:00,M003,75.79276827528774,0.0028527133385207928,P1002,0,testing,O122,2,21
2024-06-01 12:15:00,M001,77.12655446274368,0.00390279871626535,P1002,0,assembly,O122,1,10
2024-06-01 12:20:00,M001,75.18881121837875,0.003430426138794725,P1001,0,assembly,O126,3,10
2024-06-01 12:25:00,M003,69.69779046352747,0.003883437596249111,P1001,0,packaging,O129,1,15
2024-06-01 12:30:00,M004,75.1640394752973,0.004593613452001549,P1002,0,assembly,O136,1,13
2024-06-01 12:35:00,M001,85.76865902635552,0.0018684527242549182,P1002,0,packaging,O120,1,8
2024-06-01 12:40:00,M002,75.21234128998981,0.00402622292966854,P1001,0,assembly,O120,1,18
2024-06-01 12:45:00,M004,78.8608978547808,0.002342870593636118,P1001,0,packaging,O137,3,9
2024-06-01 12:50:00,M002,68.97179384544334,0.004413517115457292,P1003,0,packaging,O131,3,14
2024-06-01 12:55:00,M001,80.26421558768543,0.0028684555840787123,P1002,0,assembly,O129,1,10
2024-06-01 13:00:00,M004,72.2428588605749,0.0035204763279912013,P1003,0,testing,O123,1,8
2024-06-01 13:05:00,M003,71.48426996248459,0.004849022050599083,P1002,0,packaging,O122,2,7
2024-06-01 13:10:00,M003,65.66113063718831,0.0038973721533140213,P1003,0,assembly,O138,3,18
2024-06-01 13:15:00,M004,74.90618376334999,0.003885023809532247,P1001,0,packaging,O135,3,9
2024-06-01 13:20:00,M002,69.235141973057,0.0034161092281355197,P1003,0,assembly,O139,1,10
2024-06-01 13:25:00,M003,70.6201549802121,0.004514651616089304,P1003,0,packaging,O122,1,8
2024-06-01 13:30:00,M004,78.82237865605795,0.0034450002537487327,P1002,0,testing,O123,1,9
2024-06-01 13:35:00,M002,78.89357141076505,0.004045789626816928,P1002,0,assembly,O133,3,8
2024-06-01 13:40:00,M002,83.8420755994254,0.003103258468612275,P1001,0,assembly,O124,3,10
2024-06-01 13:45:00,M001,81.85181004705436,0.0036475189276801417,P1002,0,packaging,O134,1,10
2024-06-01 13:50:00,M002,78.87264213105045,0.0055614789555429225,P1001,0,assembly,O137,2,11
2024-06-01 13:55:00,M002,78.90437934510737,0.0033698293412985966,P1002,0,packaging,O128,1,8
2024-06-01 14:00:00,M001,73.30486683181374,0.004545804262983516,P1001,0,packaging,O138,2,10
2024-06-01 14:05:00,M004,77.59395370667947,0.0022957079333851896,P1001,0,testing,O139,1,7
2024-06-01 14:10:00,M004,72.83520541131787,0.001956421583995994,P1001,0,assembly,O133,3,16
2024-06-01 14:15:00,M002,74.61385998638474,0.004243733006039161,P1002,0,assembly,O132,1,10
2024-06-01 14:20:00,M004,79.56428695159788,0.003319690143570153,P1002,0,testing,O129,1,8
2024-06-01 14:25:00,M002,68.23606867952088,0.005462713658595772,P1003,0,testing,O134,1,11
2024-06-01 14:30:00,M003,84.27191763784495,0.004852814085315251,P1003,0,assembly,O126,1,12
2024-06-01 14:35:00,M002,67.38482110552694,0.003748469825297792,P1002,0,assembly,O123,3,6
2024-06-01 14:40:00,M004,75.07548553327435,0.004058493387854248,P1003,1,testing,O136,2,13
2024-06-01 14:45:00,M002,83.26431430582635,0.005199489819233629,P1002,0,assembly,O125,2,14
2024-06-01 14:50:00,M002,72.60867649718604,0.0031161960897171824,P1001,0,assembly,O139,2,12
2024-06-01 14:55:00,M004,75.57324251854025,0.004460861309313803,P1001,1,packaging,O132,1,8
2024-06-01 15:00:00,M002,89.82284764675872,0.005146518042185846,P1001,0,packaging,O135,3,11
2024-06-01 15:05:00,M003,78.04738519260404,0.006197370509708954,P1003,0,testing,O122,3,14
2024-06-01 15:10:00,M001,75.96945300272745,0.003760259434792783,P1001,0,assembly,O128,2,12
2024-06-01 15:15:00,M003,76.35410847199883,0.004134385548189598,P1001,0,testing,O124,1,8
2024-06-01 15:20:00,M002,84.1943695518874,0.003558118594785338,P1003,0,assembly,O138,1,19
2024-06-01 15:25:00,M003,76.07394466809825,0.003972680755298068,P1002,0,assembly,O128,2,8
2024-06-01 15:30:00,M002,67.78440750796236,0.00225533243332248,P1003,0,assembly,O133,2,8
2024-06-01 15:35:00,M001,80.25461011832809,0.005119771247594484,P1001,0,packaging,O125,2,6
2024-06-01 15:40:00,M002,67.24742512150677,0.0015982835406924455,P1002,0,packaging,O120,2,8
2024-06-01 15:45:00,M002,78.99946691863092,0.00414051759916309,P1003,0,assembly,O128,3,4
2024-06-01 15:50:00,M003,81.63339892690222,0.004545012991602327,P1003,0,testing,O139,3,9
2024-06-01 15:55:00,M004,76.20792429790261,0.004129268260915566,P1002,0,assembly,O129,1,10
2024-06-01 16:00:00,M003,81.91076767109591,0.003741019900134903,P1003,0,testing,O125,1,12
2024-06-01 16:05:00,M003,76.05828317709945,0.005288087068851634,P1003,0,packaging,O129,3,7
2024-06-01 16:10:00,M001,79.5327474483336,0.00235909525892311,P1001,0,packaging,O135,3,10
2024-06-01 16:15:00,M003,73.54855672510713,0.002262871729418822,P1001,0,assembly,O128,1,14
2024-06-01 16:20:00,M003,76.97697040910018,0.003686208184350953,P1003,0,assembly,O123,2,10
2024-06-01 16:25:00,M002,60.93797387772523,0.004435818985482227,P1002,0,packaging,O128,3,8
2024-06-01 16:30:00,M003,74.08353354815392,0.003514319890325797,P1003,0,assembly,O130,2,8
2024-06-01 16:35:00,M003,72.14731479982426,0.003734716863019347,P1003,0,testing,O124,3,8
2024-06-01 16:40:00,M002,74.48086743604533,0.005855436963465033,P1001,0,testing,O127,3,10
2024-06-01 16:45:00,M002,72.74652089964482,0.004703386379348392,P1002,0,assembly,O138,3,14
2024-06-01 16:50:00,M002,66.15206372455582,0.004917142510529392,P1001,0,packaging,O124,3,7
2024-06-01 16:55:00,M004,73.24792358791348,0.0034684304370826108,P1001,0,assembly,O126,2,12
2024-06-01 17:00:00,M001,67.86491629488678,0.00440383592224183,P1003,0,packaging,O122,2,9
2024-06-01 17:05:00,M004,75.5061617548881,0.004417403496581303,P1002,0,packaging,O120,2,10
2024-06-01 17:10:00,M001,74.65453347975125,0.005286725954539552,P1002,0,packaging,O133,1,7
2024-06-01 17:15:00,M001,69.02292314630667,0.00238607127820411,P1001,0,testing,O129,2,8
2024-06-01 17:20:00,M003,66.9691169518146,0.00509194724309935,P1002,0,packaging,O128,1,10
2024-06-01 17:25:00,M001,77.13571205496815,0.005247499700047384,P1002,0,packaging,O132,3,8
2024-06-01 17:30:00,M001,78.95088973062106,0.004160490928865632,P1003,1,testing,O130,3,10
2024-06-01 17:35:00,M003,79.60541161622336,0.005893251424908256,P1002,1,assembly,O128,1,11
2024-06-01 17:40:00,M003,81.3334395577255,0.003782750141365536,P1003,0,assembly,O122,1,13
2024-06-01 17:45:00,M003,75.54404933731972,0.005475225855616117,P1001,0,testing,O127,3,10
2024-06-01 17:50:00,M004,77.96487318417988,0.004301754133911717,P1003,0,testing,O129,3,8
2024-06-01 17:55:00,M002,79.63022015436736,0.0037789228216822983,P1002,0,testing,O131,3,5
2024-06-01 18:00:00,M004,69.37069239507441,0.003553759932999389,P1001,0,assembly,O128,1,10
2024-06-01 18:05:00,M003,70.36558466856364,0.0035349373089085677,P1003,0,assembly,O127,1,11
2024-06-01 18:10:00,M002,76.58685528050512,0.0034252517718987405,P1002,1,packaging,O125,2,11
2024-06-01 18:15:00,M003,77.83829605816963,0.003592686191064022,P1002,0,packaging,O133,2,11
2024-06-01 18:20:00,M003,64.83803863583331,0.0021999610418179673,P1001,0,assembly,O132,1,6
2024-06-01 18:25:00,M001,80.66075925337267,0.004141644251059167,P1001,0,assembly,O139,2,13
2024-06-01 18:30:00,M002,66.70327293908085,0.004174738755621218,P1001,0,testing,O133,2,17
2024-06-01 18:35:00,M002,81.46971531718128,0.005742168727162442,P1001,0,assembly,O123,2,8
2024-06-01 18:40:00,M001,78.28070504915408,0.0026128167459243514,P1001,0,testing,O122,2,5
2024-06-01 18:45:00,M001,77.21937763150656,0.005574477890660605,P1002,0,testing,O139,1,5
2024-06-01 18:50:00,M002,80.64287708486127,0.0027945365252211108,P1002,0,packaging,O125,1,8
2024-06-01 18:55:00,M001,84.62356060006157,0.0018398471096096212,P1001,0,assembly,O122,1,9
2024-06-01 19:00:00,M003,74.20645824419982,0.0035172338242547927,P1002,0,testing,O128,2,6
2024-06-01 19:05:00,M002,77.04227954683682,0.005140021295789333,P1002,0,testing,O124,2,12
2024-06-01 19:10:00,M004,83.38197351297339,0.0024960444974937617,P1003,0,testing,O137,2,12
2024-06-01 19:15:00,M001,75.32563354751943,0.003100651422011092,P1001,0,packaging,O134,1,11
2024-06-01 19:20:00,M002,82.42955815840143,0.0042048380167625,P1001,0,assembly,O131,1,11
2024-06-01 19:25:00,M002,77.30863451020377,0.0018253495977980593,P1003,0,testing,O124,2,15
2024-06-01 19:30:00,M004,73.88364065080867,0.0032440466432841126,P1001,0,assembly,O136,3,12
2024-06-01 19:35:00,M004,81.54280400931975,0.006452071754147436,P1002,0,packaging,O125,2,6
2024-06-01 19:40:00,M004,79.65399379014525,0.004240514382193055,P1002,0,assembly,O124,1,15
2024-06-01 19:45:00,M004,75.75004238412923,0.003596066519343583,P1003,0,assembly,O132,3,8
2024-06-01 19:50:00,M003,81.01821594922598,0.0030416758484206096,P1001,0,testing,O131,1,15
2024-06-01 19:55:00,M001,76.24291243335634,0.0037259690103622393,P1001,1,packaging,O125,2,6
2024-06-01 20:00:00,M001,75.81302768426117,0.005752889084826842,P1002,0,packaging,O126,1,11
2024-06-01 20:05:00,M001,79.39676352311544,0.0031190652146361464,P1003,0,packaging,O125,1,12
2024-06-01 20:10:00,M004,68.91427627351332,0.0048509736959086915,P1002,0,testing,O124,3,5
2024-06-01 20:15:00,M002,78.88297793886659,0.003704379328023909,P1003,0,testing,O125,2,13
2024-06-01 20:20:00,M001,81.70760793099723,0.00440468158401744,P1003,0,assembly,O120,3,12
2024-06-01 20:25:00,M003,69.24380014941902,0.004292933398855108,P1001,0,assembly,O130,3,9
2024-06-01 20:30:00,M003,75.23316061183723,0.00423124121932324,P1001,0,testing,O121,3,9
2024-06-01 20:35:00,M001,77.37174431289684,0.004062795196986464,P1002,0,packaging,O136,3,12
2024-06-01 20:40:00,M003,74.97293887710995,0.0038963488453071177,P1002,0,packaging,O136,3,16
2024-06-01 20:45:00,M003,84.19791449330174,0.004012972230189356,P1002,0,testing,O121,2,12
2024-06-01 20:50:00,M003,72.42917483500709,0.0032928878386743886,P1002,0,assembly,O130,1,10
2024-06-01 20:55:00,M003,74.46892030170093,0.004167129797101487,P1003,0,assembly,O136,2,6
2024-06-01 21:00:00,M002,82.57434722417123,0.003858583125316439,P1001,0,assembly,O124,3,7
2024-06-01 21:05:00,M004,71.59457691818702,0.004657799150709476,P1001,0,assembly,O131,2,9
2024-06-01 21:10:00,M003,75.59719053076002,0.003685920024050464,P1003,0,packaging,O125,3,13
2024-06-01 21:15:00,M002,74.92912059639733,0.0055402223674943145,P1002,1,assembly,O124,2,8
2024-06-01 21:20:00,M004,73.89085602777706,0.0034522261655969802,P1002,0,assembly,O124,1,11
2024-06-01 21:25:00,M001,79.72652169962761,0.002888699289307601,P1003,0,testing,O136,1,10
2024-06-01 21:30:00,M004,79.13483910224268,0.0044376669528974665,P1003,0,assembly,O128,1,11
2024-06-01 21:35:00,M002,78.06475424692586,0.0063892014522207545,P1003,0,testing,O122,2,10
2024-06-01 21:40:00,M003,77.20017179798353,0.004853363836548555,P1002,0,assembly,O136,3,12
2024-06-01 21:45:00,M003,76.73292743166836,0.003569386310273692,P1003,0,testing,O120,2,11
2024-06-01 21:50:00,M004,72.13519754899757,0.003108717481133638,P1002,0,testing,O138,1,20
2024-06-01 21:55:00,M004,87.17841275597415,0.005797115827764561,P1001,0,assembly,O121,1,8
2024-06-01 22:00:00,M001,76.15229540156751,0.0044268042360702765,P1001,0,assembly,O134,2,11
2024-06-01 22:05:00,M003,80.76873067001146,0.005450519311192292,P1002,0,testing,O135,1,10
2024-06-01 22:10:00,M001,73.54940476902829,0.0041740248637597566,P1002,0,packaging,O134,1,9
2024-06-01 22:15:00,M004,77.4243162409716,0.0036661908682298714,P1001,0,assembly,O129,1,14
2024-06-01 22:20:00,M002,85.39157754220638,0.002606343821938869,P1003,0,packaging,O124,3,12
2024-06-01 22:25:00,M001,82.43467467942777,0.003907535737814401,P1001,0,assembly,O137,3,11
2024-06-01 22:30:00,M004,73.60026064658597,0.0038483474620667223,P1001,0,packaging,O132,3,10
2024-06-01 22:35:00,M003,68.67652523648965,0.0038393532889640005,P1002,0,assembly,O124,2,14
2024-06-01 22:40:00,M002,76.14518362194673,0.003487036046992675,P1001,0,testing,O135,1,14
2024-06-01 22:45:00,M002,77.3580967012683,0.0035826958913392696,P1002,0,packaging,O134,2,9
2024-06-01 22:50:00,M004,86.7005580391801,0.002736125269583561,P1003,0,testing,O131,3,8
2024-06-01 22:55:00,M002,78.30505666568064,0.005244884301810411,P1002,0,packaging,O135,2,5
2024-06-01 23:00:00,M003,80.71384034403512,0.003212024948271211,P1003,0,assembly,O129,1,11
2024-06-01 23:05:00,M004,85.333330518359,0.005657055598340481,P1001,0,assembly,O136,3,8
2024-06-01 23:10:00,M002,70.0251157326549,0.0030835083213063574,P1002,1,packaging,O138,3,11
2024-06-01 23:15:00,M002,67.0794100342562,0.0025441206576564115,P1001,0,packaging,O124,3,9
2024-06-01 23:20:00,M002,77.68941622344688,0.002514103960106002,P1002,0,assembly,O123,2,7
2024-06-01 23:25:00,M001,74.04467813811438,0.0032213544391190615,P1001,1,testing,O131,2,14
2024-06-01 23:30:00,M003,73.4460837652022,0.002307013927889486,P1003,0,testing,O123,2,8
2024-06-01 23:35:00,M003,70.26585109057339,0.005206076146811773,P1001,0,testing,O121,3,13
2024-06-01 23:40:00,M003,74.78387562376463,0.0046906512642258605,P1003,0,assembly,O138,3,11
2024-06-01 23:45:00,M003,73.04503690971173,0.00316549662002621,P1001,0,testing,O125,3,17
2024-06-01 23:50:00,M002,72.61428305254245,0.004562876942556694,P1002,0,testing,O137,2,7
2024-06-01 23:55:00,M003,72.17680954346193,0.004083115844013571,P1002,0,assembly,O126,1,10
2024-06-02 00:00:00,M001,72.4732826796876,0.0033188575244107663,P1003,0,testing,O132,1,10
2024-06-02 00:05:00,M001,65.90422975854204,0.004402431268823922,P1003,0,testing,O130,3,13
2024-06-02 00:10:00,M002,68.9394646283547,0.00418406306278194,P1001,0,packaging,O137,1,3
2024-06-02 00:15:00,M001,77.40918619019003,0.0035236521366677504,P1002,0,testing,O122,1,6
2024-06-02 00:20:00,M001,68.32155473915208,0.0033136684080311645,P1002,0,assembly,O125,1,11
2024-06-02 00:25:00,M002,83.52880192623633,0.0037373851658799927,P1003,0,testing,O136,3,16
2024-06-02 00:30:00,M002,79.02955479584541,0.0031734265376440465,P1003,0,packaging,O121,1,6
2024-06-02 00:35:00,M001,78.65711672774559,0.003450616910268721,P1003,0,packaging,O138,1,12
2024-06-02 00:40:00,M001,70.95181900442624,0.0030992778675058203,P1001,1,assembly,O135,2,10
2024-06-02 00:45:00,M003,78.93105180318551,0.0036418879963027377,P1002,0,testing,O135,3,9
2024-06-02 00:50:00,M002,70.84295283267409,0.004263328886341049,P1002,0,packaging,O136,2,8
2024-06-02 00:55:00,M004,74.90837218803121,0.002774794277694208,P1001,0,testing,O135,1,10
2024-06-02 01:00:00,M001,80.88441021934531,0.0038601832762867575,P1002,0,testing,O132,3,10
2024-06-02 01:05:00,M001,72.04630857003194,0.002561604060435623,P1001,0,testing,O137,3,8
2024-06-02 01:10:00,M004,73.37734222081285,0.004180929941734555,P1003,0,packaging,O129,1,13
2024-06-02 01:15:00,M001,73.70847860844675,0.004049945810845318,P1001,0,assembly,O136,3,9
2024-06-02 01:20:00,M002,68.08251479316709,0.005687121883159986,P1003,0,testing,O137,3,7
2024-06-02 01:25:00,M002,72.41578237542979,0.005098189852101318,P1003,0,testing,O133,1,2
2024-06-02 01:30:00,M002,78.25483463553124,0.0033697364281104346,P1001,0,assembly,O125,3,10
2024-06-02 01:35:00,M002,76.9952037913881,0.005144122965896258,P1003,0,assembly,O128,2,11
2024-06-02 01:40:00,M001,69.6255541379527,0.004575807639681552,P1001,0,packaging,O124,2,9
2024-06-02 01:45:00,M003,76.01401213689209,0.004231272746357036,P1002,0,testing,O133,3,7
2024-06-02 01:50:00,M004,74.0259564577715,0.00477817875407191,P1003,0,packaging,O133,1,11
2024-06-02 01:55:00,M001,74.01864774373463,0.0032074307540574604,P1002,0,packaging,O134,2,11
2024-06-02 02:00:00,M001,75.35267739394361,0.003952228344755748,P1003,0,testing,O130,2,8
2024-06-02 02:05:00,M002,72.74499835618428,0.003497558660357246,P1001,0,assembly,O139,1,14
2024-06-02 02:10:00,M003,72.34975926372424,0.0037121429534274935,P1002,0,packaging,O128,3,9
2024-06-02 02:15:00,M001,77.9194299485086,0.0023485814806485017,P1002,0,testing,O138,1,10
2024-06-02 02:20:00,M002,68.36348713438392,0.005150714888004735,P1001,0,packaging,O138,3,10
2024-06-02 02:25:00,M002,75.73617612677805,0.004009276443551166,P1001,1,testing,O137,2,7
2024-06-02 02:30:00,M004,79.2306539931829,0.0040863111840820565,P1003,0,testing,O137,2,9
2024-06-02 02:35:00,M002,69.68034045765106,0.004222680103070336,P1001,0,testing,O127,2,11
2024-06-02 02:40:00,M004,72.75100962184018,0.004027068808263954,P1002,0,testing,O136,3,7
2024-06-02 02:45:00,M003,67.03743851199341,0.00471983911794898,P1001,0,assembly,O126,1,7
2024-06-02 02:50:00,M003,77.76468733300324,0.002244926131932828,P1001,0,testing,O128,2,14
2024-06-02 02:55:00,M004,80.77309025557373,0.003992620671706232,P1001,0,testing,O123,2,6
2024-06-02 03:00:00,M002,68.4098564227476,0.004689003634025485,P1001,0,assembly,O137,1,9
2024-06-02 03:05:00,M002,80.1325610125078,0.004570632750484271,P1003,0,assembly,O135,1,12
2024-06-02 03:10:00,M001,73.44775535997472,0.002660792157546078,P1003,0,packaging,O130,3,17
2024-06-02 03:15:00,M003,80.06813200078506,0.0036334080462819664,P1002,0,assembly,O129,2,5
2024-06-02 03:20:00,M002,70.82010191402054,0.0030885102138683866,P1002,0,testing,O121,3,5
2024-06-02 03:25:00,M002,77.39356688902389,0.004645975290636725,P1003,0,packaging,O121,1,15
2024-06-02 03:30:00,M001,75.21215205244559,0.002660481413977166,P1003,0,packaging,O133,3,10
2024-06-02 03:35:00,M001,71.97496968263407,0.004554627289436751,P1002,0,assembly,O132,1,12
2024-06-02 03:40:00,M004,83.77009145669872,0.004826679574094185,P1003,0,packaging,O129,2,12
2024-06-02 03:45:00,M004,62.04512638618416,0.003884760459690131,P1003,0,assembly,O136,1,9
2024-06-02 03:50:00,M003,74.58682849828166,0.002734963831827447,P1003,0,testing,O130,3,11
2024-06-02 03:55:00,M001,82.87093371389457,0.0035839135154274162,P1002,0,testing,O121,2,12
2024-06-02 04:00:00,M001,62.10022394697968,0.004907348104963786,P1003,0,packaging,O122,2,5
2024-06-02 04:05:00,M003,86.02215871409294,0.00309415327581238,P1001,0,testing,O137,1,12
2024-06-02 04:10:00,M003,67.86597516372328,0.004460181701612076,P1001,0,testing,O134,3,11
2024-06-02 04:15:00,M003,73.12940962794492,0.004773331420379015,P1002,0,assembly,O126,2,14
2024-06-02 04:20:00,M001,78.95098339365063,0.004119956573716725,P1001,0,testing,O124,1,8
2024-06-02 04:25:00,M002,74.43838317067173,0.004867333554440297,P1001,0,testing,O124,2,11
2024-06-02 04:30:00,M003,70.22973471615708,0.0032768620238198473,P1002,0,testing,O135,3,12
2024-06-02 04:35:00,M004,83.86100344588642,0.004961300268007898,P1003,0,testing,O129,1,14
2024-06-02 04:40:00,M003,71.35061315046374,0.005385688884217622,P1002,0,packaging,O139,3,4
2024-06-02 04:45:00,M002,77.38981784492074,0.004496661943605453,P1001,0,packaging,O130,2,10
2024-06-02 04:50:00,M001,79.18023227126312,0.0029995835580985835,P1003,0,assembly,O136,2,6
2024-06-02 04:55:00,M003,71.79305001122643,0.0044023762836548595,P1002,0,packaging,O131,2,6
2024-06-02 05:00:00,M003,78.27382424292135,0.004544106413342221,P1002,0,testing,O137,1,7
2024-06-02 05:05:00,M002,75.89540083659891,0.0024379395035723115,P1001,0,assembly,O127,1,9
2024-06-02 05:10:00,M001,74.00836356761387,0.0026522896078666628,P1002,0,packaging,O137,1,13
2024-06-02 05:15:00,M003,80.9107434576692,0.003918874298890156,P1002,0,assembly,O129,2,14
2024-06-02 05:20:00,M002,73.57334402041973,0.003608127040756465,P1002,0,assembly,O125,2,11
2024-06-02 05:25:00,M003,73.3552515384246,0.006853917992154632,P1003,0,packaging,O122,2,7
2024-06-02 05:30:00,M004,72.44133070717147,0.004007029618657267,P1002,0,testing,O138,3,14
2024-06-02 05:35:00,M003,70.52634629185387,0.004025623218744676,P1001,0,packaging,O133,3,9
2024-06-02 05:40:00,M004,68.66445039327347,0.0038612222612560733,P1001,0,assembly,O122,3,8
2024-06-02 05:45:00,M003,75.2726854674957,0.002737621961691173,P1003,0,assembly,O136,3,13
2024-06-02 05:50:00,M001,65.87039894211765,0.0026488656514488213,P1002,0,assembly,O120,3,8
2024-06-02 05:55:00,M001,76.41186792130824,0.003479905892571216,P1001,0,assembly,O132,2,11
2024-06-02 06:00:00,M003,77.75726019176207,0.004370955729949268,P1001,1,packaging,O134,1,7
2024-06-02 06:05:00,M001,73.18964238203893,0.005439194859541387,P1002,0,testing,O126,2,11
2024-06-02 06:10:00,M001,84.39562135820978,0.005790052010983264,P1001,0,assembly,O123,2,12
2024-06-02 06:15:00,M002,68.53447304074955,0.005082966823964014,P1001,0,packaging,O123,1,16
2024-06-02 06:20:00,M003,70.53038714296689,0.005003676120982989,P1002,0,assembly,O126,3,10
2024-06-02 06:25:00,M002,79.9817085785001,0.004748543280388196,P1003,0,packaging,O123,1,11
2024-06-02 06:30:00,M002,80.89102555687583,0.004331533405467631,P1002,0,testing,O134,1,13
2024-06-02 06:35:00,M001,84.69682487962612,0.0041124296173204134,P1003,0,testing,O130,1,11
2024-06-02 06:40:00,M003,76.94118550435104,0.0033985285877153413,P1001,0,assembly,O138,3,7
2024-06-02 06:45:00,M002,77.89820579967258,0.0020851819745787035,P1001,1,packaging,O127,2,13
2024-06-02 06:50:00,M004,80.9840006402676,0.005512200823535824,P1003,0,testing,O126,2,7
2024-06-02 06:55:00,M001,65.24002752211517,0.0040510376660882,P1002,0,testing,O133,2,11
2024-06-02 07:00:00,M004,74.68480489853755,0.003849729762952164,P1002,0,testing,O139,2,10
